GAME ID,DATE TIME,TIME,Location,Home Team,Road Team,Home Score,Road Score,Result,Home Team Logo,Road Team Logo
591,1/7/2019,7:00 PM,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,,,,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
592,1/7/2019,7:30 PM,TD Garden,Boston Celtics,Brooklyn Nets,,,,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
593,1/7/2019,8:00 PM,Toyota Center,Houston Rockets,Denver Nuggets,,,,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
594,1/7/2019,8:00 PM,Fiserv Forum,Milwaukee Bucks,Utah Jazz,,,,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
595,1/7/2019,8:00 PM,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,,,,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
596,1/7/2019,8:30 PM,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,,,,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
597,1/7/2019,10:00 PM,Moda Center,Portland Trail Blazers,New York Knicks,,,,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
598,1/7/2019,10:00 PM,Golden 1 Center,Sacramento Kings,Orlando Magic,,,,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
599,1/8/2019,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Indiana Pacers,,,,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
600,1/8/2019,7:00 PM,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,,,,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
601,1/8/2019,7:30 PM,AmericanAirlines Arena,Miami Heat,Denver Nuggets,,,,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
602,1/8/2019,7:30 PM,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,,,,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
603,1/8/2019,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,,,,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
604,1/8/2019,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Sacramento Kings,,,,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
605,1/8/2019,10:30 PM,ORACLE Arena,Golden State Warriors,New York Knicks,,,,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
606,1/8/2019,10:30 PM,Staples Center,LA Clippers,Charlotte Hornets,,,,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
607,1/9/2019,7:00 PM,TD Garden,Boston Celtics,Indiana Pacers,,,,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
608,1/9/2019,7:00 PM,Capital One Arena,Washington Wizards,Philadelphia 76ers,,,,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
609,1/9/2019,7:30 PM,Barclays Center,Brooklyn Nets,Atlanta Hawks,,,,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
610,1/9/2019,8:00 PM,Toyota Center,Houston Rockets,Milwaukee Bucks,,,,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
611,1/9/2019,8:00 PM,FedExForum,Memphis Grizzlies,San Antonio Spurs,,,,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
612,1/9/2019,8:00 PM,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
613,1/9/2019,8:30 PM,American Airlines Center,Dallas Mavericks,Phoenix Suns,,,,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
614,1/9/2019,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Orlando Magic,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
615,1/9/2019,10:00 PM,Moda Center,Portland Trail Blazers,Chicago Bulls,,,,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
616,1/9/2019,10:30 PM,Staples Center,Los Angeles Lakers,Detroit Pistons,,,,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
617,1/10/2019,7:00 PM,AmericanAirlines Arena,Miami Heat,Boston Celtics,,,,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
618,1/10/2019,9:00 PM,Pepsi Center,Denver Nuggets,LA Clippers,,,,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
619,1/10/2019,9:30 PM,AT+ACY-T Center,San Antonio Spurs,Oklahoma City Thunder,,,,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
620,1/10/2019,10:00 PM,Golden 1 Center,Sacramento Kings,Detroit Pistons,,,,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
621,1/11/2019,7:00 PM,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,,,,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
622,1/11/2019,7:00 PM,Capital One Arena,Washington Wizards,Milwaukee Bucks,,,,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
623,1/11/2019,7:30 PM,Madison Square Garden,New York Knicks,Indiana Pacers,,,,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
624,1/11/2019,7:30 PM,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,,,,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
625,1/11/2019,8:00 PM,Toyota Center,Houston Rockets,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
626,1/11/2019,8:00 PM,Target Center,Minnesota Timberwolves,Dallas Mavericks,,,,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
627,1/11/2019,10:00 PM,Vivint Smart Home Arena,Utah Jazz,Los Angeles Lakers,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
628,1/11/2019,10:00 PM,Moda Center,Portland Trail Blazers,Charlotte Hornets,,,,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
629,1/11/2019,10:30 PM,ORACLE Arena,Golden State Warriors,Chicago Bulls,,,,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
630,1/12/2019,3:30 PM,Staples Center,LA Clippers,Detroit Pistons,,,,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
631,1/12/2019,5:00 PM,AmericanAirlines Arena,Miami Heat,Memphis Grizzlies,,,,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
632,1/12/2019,7:00 PM,Amway Center,Orlando Magic,Boston Celtics,,,,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
633,1/12/2019,8:00 PM,Target Center,Minnesota Timberwolves,New Orleans Pelicans,,,,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
634,1/12/2019,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,San Antonio Spurs,,,,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
635,1/12/2019,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Denver Nuggets,,,,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
636,1/12/2019,10:00 PM,Golden 1 Center,Sacramento Kings,Charlotte Hornets,,,,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
637,1/12/2019,10:00 PM,Vivint Smart Home Arena,Utah Jazz,Chicago Bulls,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
638,1/13/2019,1:00 PM,Madison Square Garden,New York Knicks,Philadelphia 76ers,,,,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
639,1/13/2019,1:00 PM,Capital One Arena,Washington Wizards,Toronto Raptors,,,,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
640,1/13/2019,3:30 PM,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,,,,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
641,1/13/2019,6:00 PM,Amway Center,Orlando Magic,Houston Rockets,,,,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
642,1/13/2019,7:00 PM,American Airlines Center,Dallas Mavericks,Golden State Warriors,,,,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
643,1/13/2019,8:00 PM,Pepsi Center,Denver Nuggets,Portland Trail Blazers,,,,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
644,1/13/2019,9:30 PM,Staples Center,Los Angeles Lakers,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
645,1/14/2019,7:30 PM,Barclays Center,Brooklyn Nets,Boston Celtics,,,,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
646,1/14/2019,8:00 PM,Toyota Center,Houston Rockets,Memphis Grizzlies,,,,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
647,1/14/2019,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Charlotte Hornets,,,,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
648,1/14/2019,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Detroit Pistons,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
649,1/14/2019,10:00 PM,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,,,,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
650,1/14/2019,10:30 PM,Staples Center,LA Clippers,New Orleans Pelicans,,,,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
651,1/15/2019,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Phoenix Suns,,,,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
652,1/15/2019,7:00 PM,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,,,,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
653,1/15/2019,7:30 PM,State Farm Arena,Atlanta Hawks,Oklahoma City Thunder,,,,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
654,1/15/2019,8:00 PM,Fiserv Forum,Milwaukee Bucks,Miami Heat,,,,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
655,1/15/2019,9:00 PM,Pepsi Center,Denver Nuggets,Golden State Warriors,,,,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
656,1/15/2019,10:30 PM,Staples Center,Los Angeles Lakers,Chicago Bulls,,,,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
657,1/16/2019,7:00 PM,Little Caesars Arena,Detroit Pistons,Orlando Magic,,,,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
658,1/16/2019,8:00 PM,TD Garden,Boston Celtics,Toronto Raptors,,,,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
659,1/16/2019,8:00 PM,Toyota Center,Houston Rockets,Brooklyn Nets,,,,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
660,1/16/2019,8:00 PM,FedExForum,Memphis Grizzlies,Milwaukee Bucks,,,,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
661,1/16/2019,8:30 PM,American Airlines Center,Dallas Mavericks,San Antonio Spurs,,,,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
662,1/16/2019,10:00 PM,Moda Center,Portland Trail Blazers,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
663,1/16/2019,10:30 PM,ORACLE Arena,Golden State Warriors,New Orleans Pelicans,,,,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
664,1/16/2019,10:30 PM,Staples Center,LA Clippers,Utah Jazz,,,,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
665,1/17/2019,3:00 PM,The O2 Arena,Washington Wizards,New York Knicks,,,,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
666,1/17/2019,7:00 PM,Spectrum Center,Charlotte Hornets,Sacramento Kings,,,,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
667,1/17/2019,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Philadelphia 76ers,,,,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
668,1/17/2019,7:30 PM,Scotiabank Arena,Toronto Raptors,Phoenix Suns,,,,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
669,1/17/2019,9:00 PM,Pepsi Center,Denver Nuggets,Chicago Bulls,,,,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
670,1/17/2019,9:30 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Los Angeles Lakers,,,,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
671,1/18/2019,7:00 PM,TD Garden,Boston Celtics,Memphis Grizzlies,,,,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
672,1/18/2019,7:00 PM,Little Caesars Arena,Detroit Pistons,Miami Heat,,,,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
673,1/18/2019,7:00 PM,Amway Center,Orlando Magic,Brooklyn Nets,,,,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
674,1/18/2019,8:00 PM,Target Center,Minnesota Timberwolves,San Antonio Spurs,,,,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
675,1/18/2019,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
676,1/18/2019,10:30 PM,Staples Center,LA Clippers,Golden State Warriors,,,,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
677,1/18/2019,10:30 PM,Moda Center,Portland Trail Blazers,New Orleans Pelicans,,,,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
678,1/19/2019,3:30 PM,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,,,,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
679,1/19/2019,5:00 PM,Spectrum Center,Charlotte Hornets,Phoenix Suns,,,,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
680,1/19/2019,7:00 PM,Little Caesars Arena,Detroit Pistons,Sacramento Kings,,,,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
681,1/19/2019,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Dallas Mavericks,,,,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
682,1/19/2019,7:00 PM,Amway Center,Orlando Magic,Milwaukee Bucks,,,,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
683,1/19/2019,7:30 PM,State Farm Arena,Atlanta Hawks,Boston Celtics,,,,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
684,1/19/2019,7:30 PM,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,,,,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
685,1/19/2019,8:00 PM,United Center,Chicago Bulls,Miami Heat,,,,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
686,1/19/2019,8:30 PM,Toyota Center,Houston Rockets,Los Angeles Lakers,,,,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
687,1/19/2019,10:00 PM,Pepsi Center,Denver Nuggets,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
688,1/20/2019,6:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Charlotte Hornets,,,,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
689,1/20/2019,7:00 PM,Target Center,Minnesota Timberwolves,Phoenix Suns,,,,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
690,1/20/2019,7:00 PM,AT+ACY-T Center,San Antonio Spurs,LA Clippers,,,,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
691,1/21/2019,12:30 PM,Madison Square Garden,New York Knicks,Oklahoma City Thunder,,,,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
692,1/21/2019,1:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Chicago Bulls,,,,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
693,1/21/2019,2:00 PM,Capital One Arena,Washington Wizards,Detroit Pistons,,,,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
694,1/21/2019,2:00 PM,Fiserv Forum,Milwaukee Bucks,Dallas Mavericks,,,,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
695,1/21/2019,3:00 PM,State Farm Arena,Atlanta Hawks,Orlando Magic,,,,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
696,1/21/2019,3:30 PM,Barclays Center,Brooklyn Nets,Sacramento Kings,,,,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
697,1/21/2019,5:30 PM,FedExForum,Memphis Grizzlies,New Orleans Pelicans,,,,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
698,1/21/2019,6:00 PM,TD Garden,Boston Celtics,Miami Heat,,,,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
699,1/21/2019,8:00 PM,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,,,,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
700,1/21/2019,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Portland Trail Blazers,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
701,1/21/2019,10:30 PM,Staples Center,Los Angeles Lakers,Golden State Warriors,,,,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
702,1/22/2019,7:00 PM,Scotiabank Arena,Toronto Raptors,Sacramento Kings,,,,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
703,1/22/2019,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Portland Trail Blazers,,,,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
704,1/22/2019,8:30 PM,American Airlines Center,Dallas Mavericks,LA Clippers,,,,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
705,1/22/2019,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Minnesota Timberwolves,,,,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
706,1/23/2019,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Toronto Raptors,,,,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
707,1/23/2019,7:30 PM,TD Garden,Boston Celtics,Cleveland Cavaliers,,,,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
708,1/23/2019,7:30 PM,Barclays Center,Brooklyn Nets,Orlando Magic,,,,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
709,1/23/2019,7:30 PM,AmericanAirlines Arena,Miami Heat,LA Clippers,,,,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
710,1/23/2019,7:30 PM,Madison Square Garden,New York Knicks,Houston Rockets,,,,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
711,1/23/2019,8:00 PM,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,,,,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
712,1/23/2019,8:00 PM,United Center,Chicago Bulls,Atlanta Hawks,,,,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
713,1/23/2019,8:00 PM,FedExForum,Memphis Grizzlies,Charlotte Hornets,,,,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
714,1/23/2019,8:00 PM,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,,,,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
715,1/23/2019,10:30 PM,Vivint Smart Home Arena,Utah Jazz,Denver Nuggets,,,,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
716,1/24/2019,8:00 PM,Capital One Arena,Washington Wizards,Golden State Warriors,,,,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
717,1/24/2019,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,New Orleans Pelicans,,,,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
718,1/24/2019,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Portland Trail Blazers,,,,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
719,1/24/2019,10:30 PM,Staples Center,Los Angeles Lakers,Minnesota Timberwolves,,,,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
720,1/25/2019,7:00 PM,Amway Center,Orlando Magic,Washington Wizards,,,,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
